iter	Logloss	Accuracy
0	0.1915658711	0.9714285714
1	0.08763466403	0.9714285714
2	0.04961297852	0.9928571429
3	0.03640506972	0.9928571429
4	0.03348476655	0.9928571429
5	0.03172286519	0.9928571429
6	0.02754322803	0.9928571429
7	0.02393203638	0.9928571429
8	0.02195524702	0.9928571429
9	0.02103048072	0.9928571429
