iter	Logloss	Accuracy
0	0.1395020318	0.9925373134
1	0.06973323398	0.992537313422	0.05311347307	03	0.016156803	0.034	0.01153056344	1
5	0.008455863139	1
6	0.006359096206	1
7	0.005424687436	1
8	0.004668012228	1
9	0.004234719224	1
.02888565947	0.998	0.024808	0.02793179323	0.99	0.0228179	0.02764196519	0.9925373134
